COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
MISSOURI,2016,Tia,Allbritten,SO,Garland,TX,USA,,AA
MISSOURI,2016,Allison,Bower,FR,Mesa,AZ,USA,,AA
MISSOURI,2016,Blair,Elmore,SR,Houston,TX,USA,,AA
MISSOURI,2016,Kennedi,Harris,SO,Atlanta,GA,USA,,AA
MISSOURI,2016,Alyson,Heimsath,JR,Houston,TX,USA,,AA
MISSOURI,2016,Madeleine,Huber,FR,St. Louis,MO,USA,,AA
MISSOURI,2016,Brooke,Kelly,FR,Birmingham,AL,USA,,AA
MISSOURI,2016,Angie,Kern,JR,Columbia,MO,USA,,AA
MISSOURI,2016,Xarria,Lewis,FR,Columbia,MO,USA,,AA
MISSOURI,2016,Shauna,Miller,SO,Knoxville,TN,USA,,AA
MISSOURI,2016,Morgan,Porter,FR,Overland,MO,USA,,AA
MISSOURI,2016,Becca,Schugel,SO,Eagan,MN,USA,,AA
MISSOURI,2016,Michaelee,Turner,FR,Parkville,MO,USA,,AA
MISSOURI,2016,Britney,Ward,FR,Ozark,MO,USA,,AA
MISSOURI,2016,Storee,Yzaguirre,FR,Aubrey,TX,USA,,AA
