COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
CLEMSON,2025,Molly,Arnold,REDSHIRT_JR,Bloomington,MN,USA,Twin City Twisters,
CLEMSON,2025,Takoda,Berry,SO,Newport Beach,CA,USA,Coastal Gymnastics,
CLEMSON,2025,Trinity,Brown,REDSHIRT_JR,Upper Marlboro,MD,USA,Docksiders Gymanstics,
CLEMSON,2025,Kate,Bryant,SO,Littleton,CO,USA,,
CLEMSON,2025,Sierra,Church,SO,Lincolnton,NC,USA,Everest Gymnastics,
CLEMSON,2025,Hannah,Clark,FR,Huntington Beach,CA,USA,Azarian U.S. Gymnastics Training Center,
CLEMSON,2025,Brie,Clark,REDSHIRT_JR,Daphne,AL,USA,Planet Gymnastics,
CLEMSON,2025,Maggie,Holman,SO,Raleigh,NC,USA,,
CLEMSON,2025,Eve,Jackson,REDSHIRT_SR,Los Angeles,CA,USA,Broadway Gymnastics School,
CLEMSON,2025,Quinn,Kuhl,SO,Holly Springs,NC,USA,Sonshine Gymnastics,
CLEMSON,2025,Lily,Kurrack,SO,Tampa,FL,USA,LaFleurs Gymnastics,
CLEMSON,2025,Grace,LaCrosse,SO,Lake Zurich,IL,USA,Crystal Lake Gymnastics Training Center,
CLEMSON,2025,Lilly,Lippeatt,REDSHIRT_SO,Mason,OH,USA,,
CLEMSON,2025,Kielyn,McCright,REDSHIRT_JR,Parkland,FL,USA,American Twisters,
CLEMSON,2025,Madison,Minner,REDSHIRT_JR,Anderson,SC,USA,,
CLEMSON,2025,Danika,Nielsen,FR,Gilbert,AZ,USA,Arizona Dynamics Gymnastics,
CLEMSON,2025,Lauren,Rutherford,SR,Roswell,GA,USA,,
CLEMSON,2025,Tara,Walsh,GR,Waterford,MI,USA,,
CLEMSON,2025,Trinity,Webb,SO,Smithville,MO,USA,Fuzion Gymnastics,
CLEMSON,2025,Rebecca,Wells,GR,Smyrna,TN,USA,Let It Shine Gymnastics,
