COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
MICHIGANSTATE,2020,Ashley,Beatty,JR,Macomb Township,MI,USA,,"VT,BB,FX"
MICHIGANSTATE,2020,Chloe,Bellmore,FR,DeWitt,MI,USA,,"VT,BB,FX"
MICHIGANSTATE,2020,Tristan,Brown,JR,DeWitt,MI,USA,,"UB,BB,FX"
MICHIGANSTATE,2020,Gabriella,Douglas,SR,"Toronto, Ontario",,CAN,,"VT,BB,FX"
MICHIGANSTATE,2020,Sydney,Ewing,SO,Frisco,TX,USA,,"VT,UB,FX"
MICHIGANSTATE,2020,Ryanna,Head,FR,Hernando Beach,FL,USA,,AA
MICHIGANSTATE,2020,Ashley,Hofelich,SO,Novi,MI,USA,,AA
MICHIGANSTATE,2020,Jori,Jackard,FR,Haslett,MI,USA,,AA
MICHIGANSTATE,2020,Madison,McHale,JR,Naperville,IL,USA,,"UB,BB"
MICHIGANSTATE,2020,Lea,Mitchell,JR,Boynton Beach,FL,USA,,AA
MICHIGANSTATE,2020,Alaina,Raybon,SO,Mount Pleasant,SC,USA,,AA
MICHIGANSTATE,2020,Nyah,Smith,FR,West Bloomfield,MI,USA,,AA
MICHIGANSTATE,2020,Jenna,Wicker,SO,Allen,TX,USA,,"VT,BB,FX"
MICHIGANSTATE,2020,Alyssa,Wiedeman,SO,Springboro,OH,USA,,AA
MICHIGANSTATE,2020,Linda,Zivat,FR,Manhattan,IL,USA,,AA
