COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
SOUTHERNUTAH,2025,Syrie,Brazzle,FR,St. George,UT,USA,,AA
SOUTHERNUTAH,2025,Elliot,Bringhurst,SO,Henderson,NV,USA,Browns Gymnastics,"VT,BB,FX"
SOUTHERNUTAH,2025,Ellie,Cacciola,SR,Owasso,OK,USA,Elite Extreme,"VT,BB,FX"
SOUTHERNUTAH,2025,Brinlee,Christensen,SO,South Jordan,UT,USA,,AA
SOUTHERNUTAH,2025,Emily,Countryman,FR,Tucson,AZ,USA,Arizona Dynamics Gymnastics Academy,"VT,BB,FX"
SOUTHERNUTAH,2025,Marisa,de Groot,SO,"Calgary, AB",,CAN,Calgary Gymnastics Centre,"BB,FX"
SOUTHERNUTAH,2025,Maria,Ferguson,SO,Henderson,NV,USA,Salcianu Elite,"UB,BB"
SOUTHERNUTAH,2025,Alyssa,Fernandez,SO,Litchfield Park,AZ,USA,Flames Gymnastics Academy,AA
SOUTHERNUTAH,2025,Trista,Goodman,JR,Henderson,NV,USA,,AA
SOUTHERNUTAH,2025,Taylor,Gull,SR,Spanish Fork,UT,USA,,"VT,FX"
SOUTHERNUTAH,2025,Mia,Hampton,FR,Meridian,ID,USA,Bronco Elite,AA
SOUTHERNUTAH,2025,Mackenzie,Kelly,SO,Sparks,NV,USA,,"VT,FX"
SOUTHERNUTAH,2025,Brinley,Kitchen,SO,Henderson,NV,USA,Browns Gymnastics Las Vegas,"UB,BB"
SOUTHERNUTAH,2025,Carilia,Martinez,SO,Lehi,UT,USA,Arete Gymnastics,"UB,BB,FX"
SOUTHERNUTAH,2025,Kennedi,McClain,JR,South Jordan,UT,USA,,"VT,FX"
SOUTHERNUTAH,2025,Kendall,McGuire,SO,St. Johns,FL,USA,,"VT,UB,FX"
SOUTHERNUTAH,2025,Rylee,Miller,SO,Saskatoon,,CAN,,AA
SOUTHERNUTAH,2025,Isabella,Neff,SR,Salt Lake City,UT,USA,Black Diamond Gymnastics,"UB,BB"
SOUTHERNUTAH,2025,Emma,Nipper,FR,Mesa,AZ,USA,Desert Devils Gymnastics,"UB,BB,FX"
SOUTHERNUTAH,2025,Mya,North,FR,Pittsburgh,PA,USA,Xquisite Gymnastics,AA
SOUTHERNUTAH,2025,Sage,Paladino,FR,Prescott Valley,AZ,USA,Arizona Dreams Gymnastics Academy,AA
SOUTHERNUTAH,2025,Kayla,Pardue,JR,Golden,CO,USA,,"VT,FX"
SOUTHERNUTAH,2025,Niya,Randolph,SO,Las Vegas,NV,USA,Gymcats,AA
SOUTHERNUTAH,2025,Amelia,Rieder,JR,Scranton,PA,USA,,"BB,FX"
SOUTHERNUTAH,2025,Alex,Routsis,SO,Falcon,CO,USA,,"VT,UB,BB"
SOUTHERNUTAH,2025,Ellie,Thomson,JR,Logan,UT,USA,,"VT,UB,BB"
