COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
FLORIDA,2017,Sierra,Alexander,FR,Fort Lauderdale,FL,USA,West Broward Gymnastics Academy,
FLORIDA,2017,Kennedy,Baker,JR,Dallas,TX,USA,Texas Dreams Club,AA
FLORIDA,2017,Alicia,Boren,SO,Franklin Lakes,NJ,USA,North Stars Gymnastics Academy,AA
FLORIDA,2017,Claire,Boyce,SR,Joshua,TX,USA,Texas Dreams,AA
FLORIDA,2017,Maegan,Chant,FR,"Waterdown, Ontario",,CAN,World Class Gymnastics,AA
FLORIDA,2017,Amanda,Cheney,SO,Orlando,FL,USA,Orlando Metro,AA
FLORIDA,2017,Lacy,Dagen,SO,Pleasanton,CA,USA,San Mateo Gymnastics,AA
FLORIDA,2017,Rachel,Gowey,FR,Urbandale,IA,USA,Chow’s Gymnastics,AA
FLORIDA,2017,Ashley,Hiller,SO,Houston,TX,USA,Stars Gymnastics,AA
FLORIDA,2017,Amelia,Hundley,FR,Hamilton,OH,USA,Cincinnati Gymnastics,AA
FLORIDA,2017,Grace,McLaughlin,JR,Allen,TX,USA,WOGA,AA
FLORIDA,2017,Alex,McMurtry,JR,Midlothian,VA,USA,Richmond Olympiad,AA
FLORIDA,2017,Rachel,Slocum,JR,Holly Springs,NC,USA,Sonshine Gymnastics,"VT,BB,FX"
