COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
ARIZONA,2016,Danielle,Buchanan,REDSHIRT_SR,Lancaster,CA,USA,,AA
ARIZONA,2016,Madison,Cindric,SO,Lantana,TX,USA,,AA
ARIZONA,2016,Shelby,Edwards,SR,San Tan Valley,AZ,USA,,AA
ARIZONA,2016,Selynna,Felix-Terrazas,JR,Tucson,AZ,USA,,AA
ARIZONA,2016,Haylie,Hendrickson,FR,Fort Wayne,IN,USA,,AA
ARIZONA,2016,Krysten,Howard,JR,Phoenix,AZ,USA,,AA
ARIZONA,2016,Gabrielle,Laub,JR,Owasso,OK,USA,,AA
ARIZONA,2016,Lauryn,Mattson,FR,Waconia,MN,USA,,AA
ARIZONA,2016,Lexi,Mills,SR,Frisco,TX,USA,,AA
ARIZONA,2016,Victoria,Ortiz,SO,Tucson,AZ,USA,,AA
ARIZONA,2016,Brittany,Robertson,FR,Auckland,,NZL,,AA
ARIZONA,2016,Kennady,Schneider,SO,Henderson,NV,USA,,AA
ARIZONA,2016,Skyler,Sheppard,FR,Plano,TX,USA,,AA
ARIZONA,2016,Jessie,Sisler,SR,Sloughhouse,CA,USA,,AA
ARIZONA,2016,Danielle,Spencer,FR,Scottsdale,AZ,USA,,AA
