COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
ALABAMA,1993,Dana,Dobransky,SR,Sterling Heights,MI,USA,,
ALABAMA,1993,Keri,Duley,JR,Upper Marlboro,MD,USA,,
ALABAMA,1993,Sheryl,Dundas,JR,Austin,TX,USA,,
ALABAMA,1993,Dee,Foster,SR,Huntsville,AL,USA,,
ALABAMA,1993,Chasity,Junkin,SO,Northport,AL,USA,,
ALABAMA,1993,Kim,Kelly,FR,King of Prussia,PA,USA,,
ALABAMA,1993,Jenny,McKernan,FR,Middleton,NY,USA,,
ALABAMA,1993,Marna,Neubauer,FR,Blue Springs,MO,USA,,
ALABAMA,1993,Kara,Stilp,JR,Austin,TX,USA,,
ALABAMA,1993,Gretchen,Stockley,SO,Earlville,IL,USA,,
ALABAMA,1993,Marti,Watson,JR,Chesterfield,VA,USA,,
