COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,ACADEMIC_YEAR,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,EVENT
BROWN,1997,Bethany,Boisvert,SO,Berwick,ME,USA,Kelly's Gymnastics,AA
BROWN,1997,Stacey,Brenner,SO,Pittsford,NY,USA,GTC-Rochester,"VT,BB"
BROWN,1997,Maura,Cahill,FR,Darien,CT,USA,Darien YMCA,AA
BROWN,1997,Rebecca,Casey,FR,Albuquerque,NM,USA,Albuquerque Gymnastics,AA
BROWN,1997,Danee,DesRochers,SO,Clinton,CT,USA,Gymnastics World,AA
BROWN,1997,Sydney,Foster,FR,Wilton,CT,USA,Darien YMCA,AA
BROWN,1997,Caitlin,Galliker,FR,Sandwich,MA,USA,Cape Cod Gymnastics,"UB,BB,FX"
BROWN,1997,Stephanie,Glennon,SO,Bridgeport,CT,USA,Polly,"VT,FX"
BROWN,1997,Lauren,Marks,FR,Radnor,PA,USA,Mannettes Gymnastics Team,"BB,FX"
BROWN,1997,Amy,Michalewich,JR,Northboro,MA,USA,Syga,"UB,BB,FX"
BROWN,1997,Lori,Newkirk,JR,Albany,NY,USA,D.C. Gymnastics,"UB,BB,FX"
BROWN,1997,Alexi,Poulos,SR,Scituate,MA,USA,Seaside Gymnastics,"VT,BB,FX"
BROWN,1997,Rachel,Reichlin,SO,Skokie,IL,USA,Buffalo Grove,AA
BROWN,1997,Danah,Smoger,SR,Margate,NJ,USA,Blake's Gymnastics Academy,"VT,UB"
BROWN,1997,Emily,Williams,SO,Los Lunas,NM,USA,Duke City Gymnastics,AA
