COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
GEORGIA,2020,Sterlyn,Austin,SO,Thomasville,GA,USA,,FX
GEORGIA,2020,Rachel,Baumann,SO,Plano,TX,USA,,"VT,BB,FX"
GEORGIA,2020,Amanda,Cashman,FR,Belle Mead,NJ,USA,,AA
GEORGIA,2020,Haley,de Jong,FR,Vancouver,,CAN,,AA
GEORGIA,2020,Rachel,Dickson,SR,Canton,MI,USA,,AA
GEORGIA,2020,Loulie,Hattaway,FR,Blakely,GA,USA,,UB
GEORGIA,2020,Soraya,Hawthorne,FR,Memphis,TN,USA,,AA
GEORGIA,2020,Rachael,Lukacs,SO,Hillsborough,NJ,USA,,AA
GEORGIA,2020,Mikayla,Magee,SO,League City,TX,USA,,AA
GEORGIA,2020,Marissa,Oakley,JR,Huntersville,NC,USA,,"VT,UB,BB"
GEORGIA,2020,Alyssa,Perez-Lugones,SO,Duluth,GA,USA,,"BB,FX"
GEORGIA,2020,Megan,Roberts,SO,Toronto,,CAN,,"VT,UB,FX"
GEORGIA,2020,Emily,Schild,JR,Huntersville,NC,USA,,AA
GEORGIA,2020,Sabrina,Vega,SR,Carmel,NY,USA,,AA
GEORGIA,2020,Abbey,Ward,SO,Winter Garden,FL,USA,,VT
