COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
STANFORD,2021,Ira,Alexeeva,FR,Plano,TX,USA,,AA
STANFORD,2021,Madison,Brunette,JR,Seattle,WA,USA,,"VT,UB,FX"
STANFORD,2021,Kyla,Bryant,SR,Athens,GA,USA,,AA
STANFORD,2021,Jade,Chrobok,SO,Toronto,,CAN,,"VT,UB,BB"
STANFORD,2021,Rachael,Flam,SR,Houston,TX,USA,,AA
STANFORD,2021,Grace,Garcia,SR,New York,NY,USA,,"VT,UB"
STANFORD,2021,Morgan,Hoang,JR,Sugar Land,TX,USA,,"VT,BB,FX"
STANFORD,2021,Sandra,Jessen,FR,Allentown,PA,USA,,AA
STANFORD,2021,Taylor,Lawson,SR,Macungie,PA,USA,,AA
STANFORD,2021,Eve,Micco,JR,Scottsdale,AZ,USA,,"VT,UB"
STANFORD,2021,Lauren,Navarro,SR,Los Angeles,CA,USA,,AA
STANFORD,2021,Isabela,Onyshko,FR,"Brandon, Manitoba",,CAN,,"UB,BB,FX"
STANFORD,2021,Kelly,Ramm,SO,Newport Beach,CA,USA,,"UB,BB"
STANFORD,2021,Wesley,Stephenson,JR,Plainfield,IL,USA,,"UB,BB"
STANFORD,2021,Addie,Stonecipher,SO,The Woodlands,TX,USA,,AA
STANFORD,2021,Sze En,Tan,FR,Singapore,,SGP,,AA
STANFORD,2021,Grace,Waguespack,JR,Lake Mary,FL,USA,,"UB,BB,FX"
STANFORD,2021,Chloe,Widner,SO,Frisco,TX,USA,,AA
STANFORD,2021,Amanda,Zeng,FR,Sammamish,WA,USA,,AA
