COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
MICHIGAN,2002,Janessa,Grieco,JR,Mahopac,NY,USA,,
MICHIGAN,2002,Chelsea,Kroll,FR,Wexford,PA,USA,,
MICHIGAN,2002,Amy,Kuczera,SR,Bloomingdale,IL,USA,,
MICHIGAN,2002,Shannon,MacKenzie,SR,Midland,MI,USA,,
MICHIGAN,2002,Christine,Mantilia,SO,New Canaan,CT,USA,,
MICHIGAN,2002,Lauren,Mirkovich,FR,Burlingame,CA,USA,,
MICHIGAN,2002,Melissa,Peterson,SR,Shawnee,KS,USA,,
MICHIGAN,2002,Elise,Ray,SO,Columbia,MD,USA,,
MICHIGAN,2002,Kara,Rosella,FR,Ann Arbor,MI,USA,,
MICHIGAN,2002,Jodie,Rosenberg,SR,West Bloomfield,MI,USA,,
MICHIGAN,2002,Erica,Rubin,FR,Chatsworth,CA,USA,,
MICHIGAN,2002,Alison,Rudisi,SO,"Mississauga, Ontario",,CAN,,
MICHIGAN,2002,Calli,Ryals,SO,Elyria,OH,USA,,
MICHIGAN,2002,Cami,Singer,JR,Monument,CO,USA,,
MICHIGAN,2002,Kallie,Steffes,FR,Naperville,IL,USA,,
