COLLEGE_CODE_NAME,YEAR,FIRST_NAME,LAST_NAME,COLLEGE_CLASS,HOME_TOWN,HOME_STATE,HOME_COUNTRY,CLUB,POSITION
UNCCHAPELHILL,2023,Jenna,Cashman,SO,Belle Mead,NJ,USA,,"VT,UB,FX"
UNCCHAPELHILL,2023,Elizabeth,Culton,SR,Durham,NC,USA,,AA
UNCCHAPELHILL,2023,Lali,Dekanoidze,SO,Matthews,NC,USA,,AA
UNCCHAPELHILL,2023,Gwen,Fink,FR,Fort Mill,SC,USA,,AA
UNCCHAPELHILL,2023,Kaya,Forbes,FR,Gonzales,LA,USA,,AA
UNCCHAPELHILL,2023,Kate,Greene,JR,Durham,NC,USA,,AA
UNCCHAPELHILL,2023,Bri,Greenlow,SR,Suwanne,GA,USA,,AA
UNCCHAPELHILL,2023,Julia,Knower,SO,Mandeville,LA,USA,,AA
UNCCHAPELHILL,2023,Allison,LaNasa,JR,Draper,UT,USA,,AA
UNCCHAPELHILL,2023,Bella,Miller,SO,Coral Springs,FL,USA,,AA
UNCCHAPELHILL,2023,Hannah,Nam,SR,West Chester,OH,USA,,AA
UNCCHAPELHILL,2023,Paige,Prejean,FR,Houston,TX,USA,,AA
UNCCHAPELHILL,2023,Isabelle,Schaefer,SO,Charlotte,NC,USA,,AA
UNCCHAPELHILL,2023,Taylor,Schulze,SO,San Antonio,TX,USA,,"UB,BB"
UNCCHAPELHILL,2023,Jamie,Shearer,JR,Apex,NC,USA,,"VT,UB,BB"
UNCCHAPELHILL,2023,Cory,Shinohara,JR,Wilmington,MA,USA,,"VT,BB,FX"
UNCCHAPELHILL,2023,Sophie,Silverstein,SR,Longmont,CO,USA,,AA
UNCCHAPELHILL,2023,Jayati,Sridhar,SO,Morrisville,NC,USA,,AA
UNCCHAPELHILL,2023,Hallie,Thompson,SR,Waxhaw,NC,USA,,AA
UNCCHAPELHILL,2023,Jay,Weil,SR,Davidson,NC,USA,,AA
UNCCHAPELHILL,2023,Amy,Wozniak,FR,Wheaton,IL,USA,,AA
